reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2026-05-16,-1,wk inc rsv hosp,2026-05-09,01,quantile,0.01,16
2026-05-16,-1,wk inc rsv hosp,2026-05-09,01,quantile,0.025,16
2026-05-16,-1,wk inc rsv hosp,2026-05-09,01,quantile,0.05,16
2026-05-16,-1,wk inc rsv hosp,2026-05-09,01,quantile,0.1,16
2026-05-16,-1,wk inc rsv hosp,2026-05-09,01,quantile,0.15,16
2026-05-16,-1,wk inc rsv hosp,2026-05-09,01,quantile,0.2,16
2026-05-16,-1,wk inc rsv hosp,2026-05-09,01,quantile,0.25,16
2026-05-16,-1,wk inc rsv hosp,2026-05-09,01,quantile,0.3,16
2026-05-16,-1,wk inc rsv hosp,2026-05-09,01,quantile,0.35,16
2026-05-16,-1,wk inc rsv hosp,2026-05-09,01,quantile,0.4,16
2026-05-16,-1,wk inc rsv hosp,2026-05-09,01,quantile,0.45,16
2026-05-16,-1,wk inc rsv hosp,2026-05-09,01,quantile,0.5,16
2026-05-16,-1,wk inc rsv hosp,2026-05-09,01,quantile,0.55,16
2026-05-16,-1,wk inc rsv hosp,2026-05-09,01,quantile,0.6,16
2026-05-16,-1,wk inc rsv hosp,2026-05-09,01,quantile,0.65,16
2026-05-16,-1,wk inc rsv hosp,2026-05-09,01,quantile,0.7,16
2026-05-16,-1,wk inc rsv hosp,2026-05-09,01,quantile,0.75,16
2026-05-16,-1,wk inc rsv hosp,2026-05-09,01,quantile,0.8,16
2026-05-16,-1,wk inc rsv hosp,2026-05-09,01,quantile,0.85,16
2026-05-16,-1,wk inc rsv hosp,2026-05-09,01,quantile,0.9,16
2026-05-16,-1,wk inc rsv hosp,2026-05-09,01,quantile,0.95,16
2026-05-16,-1,wk inc rsv hosp,2026-05-09,01,quantile,0.975,16
2026-05-16,-1,wk inc rsv hosp,2026-05-09,01,quantile,0.99,16
2026-05-16,-1,wk inc rsv hosp,2026-05-09,02,quantile,0.01,2
2026-05-16,-1,wk inc rsv hosp,2026-05-09,02,quantile,0.025,2
2026-05-16,-1,wk inc rsv hosp,2026-05-09,02,quantile,0.05,2
2026-05-16,-1,wk inc rsv hosp,2026-05-09,02,quantile,0.1,2
2026-05-16,-1,wk inc rsv hosp,2026-05-09,02,quantile,0.15,2
2026-05-16,-1,wk inc rsv hosp,2026-05-09,02,quantile,0.2,2
2026-05-16,-1,wk inc rsv hosp,2026-05-09,02,quantile,0.25,2
2026-05-16,-1,wk inc rsv hosp,2026-05-09,02,quantile,0.3,2
2026-05-16,-1,wk inc rsv hosp,2026-05-09,02,quantile,0.35,2
2026-05-16,-1,wk inc rsv hosp,2026-05-09,02,quantile,0.4,2
2026-05-16,-1,wk inc rsv hosp,2026-05-09,02,quantile,0.45,2
2026-05-16,-1,wk inc rsv hosp,2026-05-09,02,quantile,0.5,2
2026-05-16,-1,wk inc rsv hosp,2026-05-09,02,quantile,0.55,2
2026-05-16,-1,wk inc rsv hosp,2026-05-09,02,quantile,0.6,2
2026-05-16,-1,wk inc rsv hosp,2026-05-09,02,quantile,0.65,2
2026-05-16,-1,wk inc rsv hosp,2026-05-09,02,quantile,0.7,2
